iter,loss,loss_f,loss_b
1,5.541837692260742,0.0002013944904319942,5.5416364669799805
2,5.539523124694824,0.00020194188982713968,5.539320945739746
3,5.5372114181518555,0.000202608949621208,5.537008762359619
4,5.534903526306152,0.00020338952890597284,5.5346999168396
5,5.53259801864624,0.0002042822598014027,5.532393932342529
6,5.530296802520752,0.00020528513414319605,5.530091285705566
7,5.527998447418213,0.0002063959836959839,5.527791976928711
8,5.5257039070129395,0.0002076135715469718,5.525496482849121
9,5.523413181304932,0.00020893827604595572,5.523204326629639
10,5.521125793457031,0.00021037182887084782,5.520915508270264
11,5.518841743469238,0.00021191606356296688,5.518630027770996
12,5.516561508178711,0.00021357244986575097,5.516347885131836
13,5.514283657073975,0.00021534213738050312,5.514068126678467
14,5.512010097503662,0.0002172257809434086,5.5117926597595215
15,5.509739875793457,0.0002192237152485177,5.509520530700684
16,5.507472991943359,0.00022133596939966083,5.507251739501953
17,5.505209445953369,0.00022356247063726187,5.504985809326172
18,5.502948760986328,0.0002259031607536599,5.50272274017334
19,5.500691890716553,0.00022835773415863514,5.500463485717773
20,5.498438358306885,0.00023092633637133986,5.4982075691223145
21,5.496188163757324,0.0002336089382879436,5.495954513549805
22,5.493940830230713,0.0002364056126680225,5.493704319000244
23,5.491696357727051,0.000239316766965203,5.491456985473633
24,5.489455699920654,0.00024234266311395913,5.489213466644287
25,5.487217426300049,0.0002454836794640869,5.486971855163574
26,5.484983444213867,0.0002487404562998563,5.484734535217285
27,5.48275089263916,0.0002521134738344699,5.482498645782471
28,5.480523109436035,0.00025560325593687594,5.480267524719238
29,5.478296279907227,0.0002592105302028358,5.478036880493164
30,5.476072788238525,0.0002629361115396023,5.4758100509643555
31,5.473852157592773,0.00026678084395825863,5.473585605621338
32,5.471634387969971,0.0002707455132622272,5.471363544464111
33,5.469418525695801,0.0002748308179434389,5.469143867492676
34,5.46720552444458,0.0002790377475321293,5.466926574707031
35,5.464995861053467,0.00028336705872789025,5.464712619781494
36,5.462787628173828,0.0002878198865801096,5.462499618530273
37,5.460582256317139,0.0002923969004768878,5.46028995513916
38,5.458378314971924,0.0002970989444293082,5.458081245422363
39,5.4561767578125,0.0003019269497599453,5.455874919891357
40,5.453978061676025,0.000306881673168391,5.453670978546143
41,5.451780796051025,0.0003119638713542372,5.4514689445495605
42,5.4495849609375,0.00031717453384771943,5.449267864227295
43,5.447392463684082,0.0003225144755560905,5.447070121765137
44,5.4452009201049805,0.00032798448228277266,5.444872856140137
45,5.4430108070373535,0.00033358525251969695,5.442677021026611
46,5.440823554992676,0.00033931745565496385,5.440484046936035
47,5.438636779785156,0.00034518211032263935,5.438291549682617
48,5.436452388763428,0.00035117994411848485,5.43610143661499
49,5.434269428253174,0.0003573118301574141,5.43391227722168
50,5.432088375091553,0.0003635785833466798,5.431725025177002
51,5.429908275604248,0.00036998098948970437,5.429538249969482
52,5.427729606628418,0.0003765202418435365,5.4273529052734375
53,5.4255523681640625,0.00038319698069244623,5.425168991088867
54,5.423376083374023,0.00039001231198199093,5.422986030578613
55,5.421202182769775,0.00039696722524240613,5.420804977416992
56,5.419028282165527,0.0004040628264192492,5.418624401092529
57,5.416856288909912,0.00041130001773126423,5.416444778442383
58,5.4146857261657715,0.0004186802252661437,5.414267063140869
59,5.412515640258789,0.00042620429303497076,5.4120893478393555
60,5.410346984863281,0.00043387370533309877,5.409913063049316
61,5.408178806304932,0.00044168956810608506,5.4077372550964355
62,5.406012535095215,0.0004496531037148088,5.405562877655029
63,5.403846740722656,0.0004577653598971665,5.403388977050781
64,5.401681423187256,0.00046602808288298547,5.401215553283691
65,5.39951753616333,0.00047444234951399267,5.399043083190918
66,5.397354602813721,0.0004830096731893718,5.396871566772461
67,5.395191669464111,0.0004917311598546803,5.394700050354004
68,5.393029689788818,0.0005006086430512369,5.392529010772705
69,5.390868663787842,0.0005096434033475816,5.390358924865723
70,5.388708591461182,0.0005188366631045938,5.388189792633057
71,5.3865485191345215,0.0005281897028908134,5.386020183563232
72,5.3843889236450195,0.0005377044435590506,5.383851051330566
73,5.382230758666992,0.0005473819328472018,5.381683349609375
74,5.380072116851807,0.0005572241498157382,5.379514694213867
75,5.3779144287109375,0.000567232200410217,5.377346992492676
76,5.375757217407227,0.0005774075398221612,5.375179767608643
77,5.373600006103516,0.0005877520889043808,5.373012065887451
78,5.371443271636963,0.0005982669536024332,5.370844841003418
79,5.36928653717041,0.0006089541711844504,5.368677616119385
80,5.367130756378174,0.0006198149640113115,5.36651086807251
81,5.364974498748779,0.0006308507290668786,5.364343643188477
82,5.362818717956543,0.0006420636200346053,5.362176418304443
83,5.360662460327148,0.000653454742860049,5.36000919342041
84,5.358508110046387,0.0006650260766036808,5.357842922210693
85,5.35635232925415,0.0006767790182493627,5.35567569732666
86,5.354197025299072,0.0006887152558192611,5.353508472442627
87,5.352041721343994,0.0007008364191278815,5.3513407707214355
88,5.349885940551758,0.0007131443708203733,5.349172592163086
89,5.3477301597595215,0.0007256403332576156,5.347004413604736
90,5.345574855804443,0.000738326518330723,5.344836711883545
91,5.343418598175049,0.0007512042648158967,5.342667579650879
92,5.3412628173828125,0.0007642751443199813,5.340498447418213
93,5.339107036590576,0.0007775411941111088,5.338329315185547
94,5.336950778961182,0.000791003811173141,5.336159706115723
95,5.334794521331787,0.0008046653238125145,5.33398962020874
96,5.332637786865234,0.0008185267797671258,5.3318190574646
97,5.330480098724365,0.0008325903909280896,5.329647541046143
98,5.328322887420654,0.0008468577289022505,5.3274760246276855
99,5.326164722442627,0.0008613307727500796,5.325303554534912
100,5.324007034301758,0.0008760107448324561,5.323131084442139
101,5.321848392486572,0.0008908999734558165,5.320957660675049
102,5.319689750671387,0.0009060000302270055,5.318783760070801
103,5.317530155181885,0.000921312952414155,5.316608905792236
104,5.315370082855225,0.0009368410101160407,5.3144330978393555
105,5.3132100105285645,0.0009525853674858809,5.312257289886475
106,5.31104850769043,0.0009685480035841465,5.310080051422119
107,5.308886528015137,0.0009847304318100214,5.307901859283447
108,5.306725025177002,0.001001134980469942,5.305723667144775
109,5.304562091827393,0.001017763395793736,5.303544521331787
110,5.302399635314941,0.0010346176568418741,5.301364898681641
111,5.300236225128174,0.0010516998590901494,5.299184322357178
112,5.298070907592773,0.0010690116323530674,5.297001838684082
113,5.295906066894531,0.0010865549556910992,5.294819355010986
114,5.293740272521973,0.001104332273826003,5.292635917663574
115,5.291574001312256,0.0011223453329876065,5.290451526641846
116,5.289406776428223,0.0011405955301597714,5.288266181945801
117,5.287239074707031,0.0011590848444029689,5.2860798835754395
118,5.285070896148682,0.0011778163025155663,5.28389310836792
119,5.282902240753174,0.0011967913014814258,5.281705379486084
120,5.280732154846191,0.00121601193677634,5.279516220092773
121,5.278561592102051,0.0012354801874607801,5.2773261070251465
122,5.276390075683594,0.0012551980325952172,5.275135040283203
123,5.2742180824279785,0.0012751681497320533,5.272943019866943
124,5.272045612335205,0.0012953917030245066,5.270750045776367
125,5.269872188568115,0.0013158713700249791,5.268556118011475
126,5.267697811126709,0.0013366092462092638,5.266361236572266
127,5.265522480010986,0.0013576074270531535,5.264164924621582
128,5.2633466720581055,0.0013788685901090503,5.261967658996582
129,5.261170387268066,0.0014003940159454942,5.259769916534424
130,5.258992671966553,0.001422186498530209,5.257570266723633
131,5.256814956665039,0.0014442481333389878,5.255370616912842
132,5.254635334014893,0.0014665811322629452,5.25316858291626
133,5.2524566650390625,0.0014891874743625522,5.250967502593994
134,5.250275611877441,0.0015120699536055326,5.248763561248779
135,5.2480950355529785,0.0015352306654676795,5.2465596199035645
136,5.245912551879883,0.0015586719382554293,5.244353771209717
137,5.243729591369629,0.0015823963331058621,5.242146968841553
138,5.241546154022217,0.0016064050141721964,5.2399396896362305
139,5.239361763000488,0.0016307017067447305,5.237730979919434
140,5.237176418304443,0.00165528804063797,5.23552131652832
141,5.234991073608398,0.0016801673918962479,5.233310699462891
142,5.232804298400879,0.001705341273918748,5.2310991287231445
143,5.230617523193359,0.0017308122478425503,5.228886604309082
144,5.228429317474365,0.0017565835732966661,5.226672649383545
145,5.226240158081055,0.0017826565308496356,5.224457263946533
146,5.224051475524902,0.0018090339144691825,5.22224235534668
147,5.221859931945801,0.0018357186345383525,5.220024108886719
148,5.219669342041016,0.0018627132521942258,5.217806816101074
149,5.217477798461914,0.0018900202121585608,5.215587615966797
150,5.215285301208496,0.0019176413770765066,5.213367462158203
151,5.213091850280762,0.00194558035582304,5.211146354675293
152,5.210897922515869,0.0019738387782126665,5.208924293518066
153,5.208703994750977,0.002002420136705041,5.206701755523682
154,5.206508636474609,0.0020313267596066,5.204477310180664
155,5.204312801361084,0.0020605616737157106,5.202252388000488
156,5.202116012573242,0.0020901269745081663,5.200026035308838
157,5.199919700622559,0.0021200263872742653,5.1977996826171875
158,5.1977219581604,0.0021502613089978695,5.1955718994140625
159,5.195523738861084,0.0021808347664773464,5.193342685699463
160,5.193324565887451,0.0022117500193417072,5.191112995147705
161,5.191125392913818,0.0022430098615586758,5.188882350921631
162,5.188925266265869,0.002274616388604045,5.18665075302124
163,5.1867241859436035,0.002306573325768113,5.184417724609375
164,5.184523105621338,0.0023388827685266733,5.182184219360352
165,5.1823225021362305,0.002371547743678093,5.179951190948486
166,5.18011999130249,0.0024045712780207396,5.177715301513672
167,5.17791748046875,0.0024379566311836243,5.175479412078857
168,5.175714492797852,0.00247170589864254,5.173242568969727
169,5.1735100746154785,0.002505822340026498,5.171004295349121
170,5.171306610107422,0.002540308516472578,5.168766498565674
171,5.169102191925049,0.002575168153271079,5.166526794433594
172,5.166896820068359,0.0026104040443897247,5.1642866134643555
173,5.1646928787231445,0.002646019449457526,5.162046909332275
174,5.162487030029297,0.00268201669678092,5.159804821014404
175,5.160281181335449,0.0027183990459889174,5.157562732696533
176,5.158074378967285,0.0027551690582185984,5.1553192138671875
177,5.155868053436279,0.0027923311572521925,5.153075695037842
178,5.153661251068115,0.0028298876713961363,5.15083122253418
179,5.151454448699951,0.00286784116178751,5.148586750030518
180,5.149246692657471,0.002906195120885968,5.146340370178223
181,5.147039413452148,0.0029449535068124533,5.144094467163086
182,5.14483118057251,0.0029841181822121143,5.141847133636475
183,5.1426239013671875,0.0030236931052058935,5.1396002769470215
184,5.140415668487549,0.0030636810697615147,5.137351989746094
185,5.13820743560791,0.00310408603399992,5.135103225708008
186,5.135998725891113,0.0031449103262275457,5.132853984832764
187,5.133790969848633,0.0031861576717346907,5.1306047439575195
188,5.131582736968994,0.003227830631658435,5.128355026245117
189,5.1293745040893555,0.0032699336297810078,5.126104354858398
190,5.1271653175354,0.003312469460070133,5.123852729797363
191,5.124957084655762,0.0033554406836628914,5.121601581573486
192,5.122748374938965,0.0033988519571721554,5.119349479675293
193,5.120540142059326,0.003442706074565649,5.1170973777771
194,5.118332386016846,0.003487006528303027,5.114845275878906
195,5.116124153137207,0.003531755181029439,5.1125922203063965
196,5.113915920257568,0.003576957155019045,5.110339164733887
197,5.11170768737793,0.003622615011408925,5.1080851554870605
198,5.109500885009766,0.0036687320098280907,5.105832099914551
199,5.107292652130127,0.0037153135053813457,5.103577136993408
200,5.105085372924805,0.0037623613607138395,5.101323127746582
201,5.102878570556641,0.003809878835454583,5.099068641662598
202,5.100672721862793,0.0038578687235713005,5.0968146324157715
203,5.098466396331787,0.003906336147338152,5.094560146331787
204,5.0962605476379395,0.003955283667892218,5.0923051834106445
205,5.094054698944092,0.004004715476185083,5.090050220489502
206,5.0918498039245605,0.004054634366184473,5.087795257568359
207,5.0896453857421875,0.004105044528841972,5.085540294647217
208,5.087441444396973,0.00415594968944788,5.083285331726074
209,5.0852370262146,0.004207353573292494,5.081029891967773
210,5.083034515380859,0.004259258043020964,5.078775405883789
211,5.080832004547119,0.00431166822090745,5.0765204429626465
212,5.0786309242248535,0.0043645864352583885,5.07426643371582
213,5.07642936706543,0.004418017342686653,5.072011470794678
214,5.0742292404174805,0.004471966531127691,5.069757461547852
215,5.0720295906066895,0.004526434000581503,5.067502975463867
216,5.069830417633057,0.004581425338983536,5.065248966217041
217,5.06763219833374,0.004636943805962801,5.062995433807373
218,5.065435409545898,0.004692992195487022,5.060742378234863
219,5.063238620758057,0.004749576561152935,5.058488845825195
220,5.061042785644531,0.0048066978342831135,5.056236267089844
221,5.0588483810424805,0.004864361137151718,5.05398416519165
222,5.056654453277588,0.004922570660710335,5.051732063293457
223,5.054461479187012,0.004981330130249262,5.049479961395264
224,5.05226993560791,0.005040642339736223,5.047229290008545
225,5.050079822540283,0.00510051054880023,5.044979095458984
226,5.047889709472656,0.00516094034537673,5.042728900909424
227,5.04570198059082,0.00522193405777216,5.040480136871338
228,5.043514251708984,0.005283495411276817,5.038230895996094
229,5.0413289070129395,0.005345628131181002,5.035983085632324
230,5.0391435623168945,0.005408337339758873,5.033735275268555
231,5.036960124969482,0.0054716248996555805,5.031488418579102
232,5.034777641296387,0.005535496864467859,5.029242038726807
233,5.032597064971924,0.0055999550968408585,5.026997089385986
234,5.030417442321777,0.0056650047190487385,5.024752616882324
235,5.028238773345947,0.0057306489907205105,5.022508144378662
236,5.026062488555908,0.00579689210280776,5.020265579223633
237,5.0238871574401855,0.005863736383616924,5.018023490905762
238,5.021713733673096,0.005931188818067312,5.015782356262207
239,5.0195417404174805,0.005999249406158924,5.013542652130127
240,5.017371654510498,0.00606792327016592,5.011303901672363
241,5.015203475952148,0.006137216929346323,5.009066104888916
242,5.013036251068115,0.006207131315022707,5.006829261779785
243,5.010870933532715,0.0062776715494692326,5.004593372344971
244,5.008707046508789,0.0063488418236374855,5.002358436584473
245,5.006545066833496,0.0064206430688500404,5.000124454498291
246,5.0043864250183105,0.006493082270026207,4.997893333435059
247,5.002227783203125,0.006566160824149847,4.995661735534668
248,5.0000715255737305,0.006639885250478983,4.993431568145752
249,4.997918128967285,0.006714259274303913,4.991203784942627
250,4.995765686035156,0.00678928242996335,4.98897647857666
251,4.993615627288818,0.006864963565021753,4.986750602722168
252,4.9914679527282715,0.0069413031451404095,4.984526634216309
253,4.989321708679199,0.007018307689577341,4.982303619384766
254,4.987178802490234,0.007095979992300272,4.980082988739014
255,4.985037326812744,0.00717432564124465,4.97786283493042
256,4.982898712158203,0.0072533427737653255,4.975645542144775
257,4.980762004852295,0.007333041168749332,4.973428726196289
258,4.978627681732178,0.007413421757519245,4.971214294433594
259,4.976495742797852,0.007494487799704075,4.969001293182373
260,4.974366188049316,0.0075762453489005566,4.966789722442627
261,4.972239017486572,0.007658695802092552,4.964580535888672
262,4.970114231109619,0.007741845212876797,4.962372303009033
263,4.967992782592773,0.007825697772204876,4.960166931152344
264,4.9658732414245605,0.00791025348007679,4.957962989807129
265,4.963757038116455,0.007995519787073135,4.955761432647705
266,4.961642742156982,0.008081497624516487,4.953561305999756
267,4.959531307220459,0.008168193511664867,4.9513630867004395
268,4.957422733306885,0.008255610242486,4.949167251586914
269,4.95531702041626,0.008343752473592758,4.9469733238220215
270,4.953213691711426,0.008432620204985142,4.944781303405762
271,4.951114177703857,0.008522220887243748,4.942592144012451
272,4.94901704788208,0.008612558245658875,4.940404415130615
273,4.94692325592041,0.008703632280230522,4.9382195472717285
274,4.9448323249816895,0.008795450441539288,4.936037063598633
275,4.942744731903076,0.008888015523552895,4.93385648727417
276,4.940659999847412,0.008981329388916492,4.931678771972656
277,4.938577651977539,0.009075398556888103,4.929502487182617
278,4.93649959564209,0.009170222096145153,4.9273295402526855
279,4.934425354003906,0.009265808388590813,4.925159454345703
280,4.932353496551514,0.009362157434225082,4.9229912757873535
281,4.930285453796387,0.00945927295833826,4.920825958251953
282,4.928219795227051,0.009557160548865795,4.9186625480651855
283,4.926158905029297,0.009655822068452835,4.916502952575684
284,4.924099445343018,0.009755262173712254,4.914344310760498
285,4.9220452308654785,0.0098554827272892,4.912189960479736
286,4.919994831085205,0.009956489317119122,4.910038471221924
287,4.917947292327881,0.010058281943202019,4.907888889312744
288,4.915903568267822,0.010160868056118488,4.905742645263672
289,4.913863182067871,0.010264248587191105,4.903598785400391
290,4.911827087402344,0.010368425399065018,4.901458740234375
291,4.909794807434082,0.010473405010998249,4.899321556091309
292,4.907766819000244,0.010579188354313374,4.89718770980835
293,4.9057416915893555,0.010685780085623264,4.895055770874023
294,4.903721332550049,0.010793181136250496,4.892928123474121
295,4.901703834533691,0.010901396162807941,4.890802383422852
296,4.899692058563232,0.0110104288905859,4.888681411743164
297,4.8976826667785645,0.011120280250906944,4.886562347412109
298,4.89567756652832,0.011230956763029099,4.884446620941162
299,4.893677234649658,0.011342458426952362,4.8823347091674805
300,4.891680717468262,0.011454788036644459,4.880226135253906
301,4.8896894454956055,0.011567951180040836,4.878121376037598
302,4.887701511383057,0.011681949719786644,4.876019477844238
303,4.88571834564209,0.011796784587204456,4.8739213943481445
304,4.883739471435547,0.011912461370229721,4.871827125549316
305,4.881764888763428,0.012028979137539864,4.8697357177734375
306,4.879794597625732,0.012146344408392906,4.867648124694824
307,4.877829551696777,0.012264557182788849,4.865564823150635
308,4.87586784362793,0.012383619323372841,4.8634843826293945
309,4.8739118576049805,0.012503539212048054,4.861408233642578
310,4.871960163116455,0.012624314054846764,4.859335899353027
311,4.870013236999512,0.012745947577059269,4.857267379760742
312,4.868070602416992,0.012868443503975868,4.8552021980285645
313,4.866133689880371,0.012991797178983688,4.853141784667969
314,4.864200592041016,0.0131160207092762,4.8510847091674805
315,4.8622727394104,0.013241110369563103,4.849031448364258
316,4.860350131988525,0.013367071747779846,4.846982955932617
317,4.858432292938232,0.01349390484392643,4.844938278198242
318,4.8565192222595215,0.013621614314615726,4.842897415161133
319,4.854610919952393,0.013750200159847736,4.840860843658447
320,4.85270881652832,0.013879663310945034,4.838829040527344
321,4.850810527801514,0.014010009355843067,4.836800575256348
322,4.848918437957764,0.014141234569251537,4.834777355194092
323,4.847031116485596,0.014273345470428467,4.832757949829102
324,4.845149040222168,0.01440634299069643,4.830742835998535
325,4.8432722091674805,0.014540227130055428,4.828732013702393
326,4.841401100158691,0.014675003476440907,4.826725959777832
327,4.839535236358643,0.014810667373239994,4.8247246742248535
328,4.837675094604492,0.014947224408388138,4.822727680206299
329,4.835820198059082,0.015084673650562763,4.820735454559326
330,4.833970546722412,0.015223021619021893,4.818747520446777
331,4.832126617431641,0.015362263657152653,4.8167643547058105
332,4.830288410186768,0.015502403490245342,4.814785957336426
333,4.828455448150635,0.015643440186977386,4.812811851501465
334,4.8266282081604,0.015785381197929382,4.810842990875244
335,4.824807167053223,0.015928223729133606,4.8088788986206055
336,4.822991847991943,0.016071967780590057,4.806920051574707
337,4.8211822509765625,0.016216609627008438,4.804965496063232
338,4.81937837600708,0.016362160444259644,4.803016185760498
339,4.817580223083496,0.016508616507053375,4.801071643829346
340,4.8157877922058105,0.016655972227454185,4.799131870269775
341,4.814002513885498,0.016804231330752373,4.797198295593262
342,4.812222003936768,0.016953401267528534,4.795268535614014
343,4.81044864654541,0.01710347644984722,4.793344974517822
344,4.808680057525635,0.017254458740353584,4.791425704956055
345,4.806918621063232,0.017406346276402473,4.7895121574401855
346,4.8051629066467285,0.01755913905799389,4.787603855133057
347,4.8034138679504395,0.017712842673063278,4.785700798034668
348,4.801671028137207,0.017867451533675194,4.783803462982178
349,4.799933433532715,0.018022967502474785,4.781910419464111
350,4.798203468322754,0.018179388716816902,4.78002405166626
351,4.796479225158691,0.018336717039346695,4.77814245223999
352,4.794761657714844,0.018494946882128716,4.776266574859619
353,4.793049335479736,0.01865408755838871,4.77439546585083
354,4.79134464263916,0.01881413348019123,4.772530555725098
355,4.789647102355957,0.01897508092224598,4.770671844482422
356,4.787954807281494,0.019136933609843254,4.768817901611328
357,4.786269664764404,0.019299689680337906,4.766970157623291
358,4.784591197967529,0.019463345408439636,4.765127658843994
359,4.782919406890869,0.019627900794148445,4.763291358947754
360,4.781253337860107,0.019793352112174034,4.761459827423096
361,4.779595375061035,0.019959706813097,4.7596354484558105
362,4.777943134307861,0.020126961171627045,4.757816314697266
363,4.7762980461120605,0.020295104011893272,4.756002902984619
364,4.774659633636475,0.02046414092183113,4.754195690155029
365,4.773028373718262,0.020634066313505173,4.752394199371338
366,4.771403789520264,0.020804887637495995,4.750598907470703
367,4.7697858810424805,0.0209765937179327,4.748809337615967
368,4.76817512512207,0.02114918828010559,4.747025966644287
369,4.766571521759033,0.021322669461369514,4.745248794555664
370,4.764975070953369,0.021497029811143875,4.743477821350098
371,4.7633843421936035,0.021672269329428673,4.7417120933532715
372,4.7618021965026855,0.021848386153578758,4.739953994750977
373,4.760226726531982,0.022025378420948982,4.738201141357422
374,4.758658409118652,0.022203242406249046,4.736454963684082
375,4.757096290588379,0.022381974384188652,4.734714508056641
376,4.755542278289795,0.02256157249212265,4.732980728149414
377,4.753995895385742,0.022742033004760742,4.731253623962402
378,4.752455711364746,0.02292335405945778,4.729532241821289
379,4.750923156738281,0.02310553565621376,4.727817535400391
380,4.7493977546691895,0.02328856848180294,4.726109027862549
381,4.747879505157471,0.023472454398870468,4.724407196044922
382,4.7463698387146,0.023657185956835747,4.722712516784668
383,4.744866371154785,0.02384275756776333,4.7210235595703125
384,4.743370532989502,0.024029171094298363,4.719341278076172
385,4.74188232421875,0.024216415360569954,4.717665672302246
386,4.740400791168213,0.0244044940918684,4.715996265411377
387,4.738927364349365,0.024593399837613106,4.714334011077881
388,4.737461090087891,0.02478313259780407,4.712677955627441
389,4.7360029220581055,0.02497367560863495,4.711029052734375
390,4.734551429748535,0.025165041908621788,4.709386348724365
391,4.733108043670654,0.025357214733958244,4.7077507972717285
392,4.7316718101501465,0.025550182908773422,4.706121444702148
393,4.73024320602417,0.025743959471583366,4.704499244689941
394,4.728822231292725,0.025938525795936584,4.702883720397949
395,4.727409362792969,0.026133885607123375,4.70127534866333
396,4.726003170013428,0.02633003145456314,4.699673175811768
397,4.724605083465576,0.026526955887675285,4.698078155517578
398,4.723215103149414,0.026724647730588913,4.696490287780762
399,4.721832275390625,0.02692311629652977,4.69490909576416
400,4.720457553863525,0.027122339233756065,4.693335056304932
